path	label
Meadow/meadow_41.jpg	Meadow
Forest/forest_99.jpg	Forest
Commercial/commercial_4.jpg	Commercial
Meadow/meadow_53.jpg	Meadow
Airport/airport_138.jpg	Airport
Viaduct/viaduct_64.jpg	Viaduct
MediumResidential/mediumresidential_107.jpg	MediumResidential
Mountain/mountain_85.jpg	Mountain
StorageTanks/storagetanks_238.jpg	StorageTanks
Farmland/farmland_156.jpg	Farmland
Port/port_293.jpg	Port
Airport/airport_338.jpg	Airport
DenseResidential/denseresidential_38.jpg	DenseResidential
Viaduct/viaduct_113.jpg	Viaduct
Stadium/stadium_100.jpg	Stadium
Parking/parking_6.jpg	Parking
Stadium/stadium_47.jpg	Stadium
Mountain/mountain_106.jpg	Mountain
Beach/beach_27.jpg	Beach
RailwayStation/railwaystation_199.jpg	RailwayStation
Park/park_190.jpg	Park
Port/port_304.jpg	Port
Port/port_266.jpg	Port
Park/park_292.jpg	Park
Playground/playground_146.jpg	Playground
Meadow/meadow_123.jpg	Meadow
Commercial/commercial_128.jpg	Commercial
Farmland/farmland_132.jpg	Farmland
Pond/pond_254.jpg	Pond
DenseResidential/denseresidential_22.jpg	DenseResidential
Beach/beach_210.jpg	Beach
Port/port_4.jpg	Port
Viaduct/viaduct_232.jpg	Viaduct
DenseResidential/denseresidential_296.jpg	DenseResidential
Parking/parking_325.jpg	Parking
Park/park_7.jpg	Park
Industrial/industrial_63.jpg	Industrial
Square/square_206.jpg	Square
Airport/airport_196.jpg	Airport
Meadow/meadow_272.jpg	Meadow
Pond/pond_200.jpg	Pond
StorageTanks/storagetanks_114.jpg	StorageTanks
Pond/pond_75.jpg	Pond
Desert/desert_127.jpg	Desert
Pond/pond_105.jpg	Pond
Bridge/bridge_253.jpg	Bridge
Meadow/meadow_130.jpg	Meadow
Forest/forest_217.jpg	Forest
Beach/beach_272.jpg	Beach
DenseResidential/denseresidential_304.jpg	DenseResidential
Meadow/meadow_107.jpg	Meadow
Airport/airport_165.jpg	Airport
Desert/desert_253.jpg	Desert
StorageTanks/storagetanks_103.jpg	StorageTanks
Port/port_20.jpg	Port
River/river_215.jpg	River
Playground/playground_49.jpg	Playground
StorageTanks/storagetanks_162.jpg	StorageTanks
Beach/beach_357.jpg	Beach
Stadium/stadium_222.jpg	Stadium
Resort/resort_238.jpg	Resort
RailwayStation/railwaystation_157.jpg	RailwayStation
Park/park_285.jpg	Park
Resort/resort_220.jpg	Resort
Meadow/meadow_268.jpg	Meadow
Meadow/meadow_9.jpg	Meadow
Bridge/bridge_61.jpg	Bridge
RailwayStation/railwaystation_246.jpg	RailwayStation
Stadium/stadium_170.jpg	Stadium
MediumResidential/mediumresidential_11.jpg	MediumResidential
Farmland/farmland_264.jpg	Farmland
SparseResidential/sparseresidential_121.jpg	SparseResidential
River/river_93.jpg	River
Church/church_235.jpg	Church
Mountain/mountain_297.jpg	Mountain
StorageTanks/storagetanks_255.jpg	StorageTanks
River/river_303.jpg	River
Center/center_82.jpg	Center
Stadium/stadium_265.jpg	Stadium
Mountain/mountain_223.jpg	Mountain
Center/center_20.jpg	Center
Mountain/mountain_22.jpg	Mountain
DenseResidential/denseresidential_194.jpg	DenseResidential
BareLand/bareland_279.jpg	BareLand
Desert/desert_243.jpg	Desert
River/river_393.jpg	River
DenseResidential/denseresidential_79.jpg	DenseResidential
Stadium/stadium_238.jpg	Stadium
Meadow/meadow_93.jpg	Meadow
Airport/airport_89.jpg	Airport
Forest/forest_171.jpg	Forest
Resort/resort_250.jpg	Resort
BaseballField/baseballfield_54.jpg	BaseballField
Viaduct/viaduct_406.jpg	Viaduct
River/river_356.jpg	River
Stadium/stadium_55.jpg	Stadium
Church/church_192.jpg	Church
Bridge/bridge_318.jpg	Bridge
DenseResidential/denseresidential_360.jpg	DenseResidential
Farmland/farmland_207.jpg	Farmland
Resort/resort_283.jpg	Resort
Mountain/mountain_331.jpg	Mountain
Park/park_277.jpg	Park
MediumResidential/mediumresidential_225.jpg	MediumResidential
River/river_337.jpg	River
Resort/resort_91.jpg	Resort
BaseballField/baseballfield_203.jpg	BaseballField
Meadow/meadow_49.jpg	Meadow
Pond/pond_48.jpg	Pond
Viaduct/viaduct_274.jpg	Viaduct
Playground/playground_352.jpg	Playground
RailwayStation/railwaystation_104.jpg	RailwayStation
School/school_84.jpg	School
Viaduct/viaduct_391.jpg	Viaduct
Airport/airport_340.jpg	Airport
Forest/forest_187.jpg	Forest
Parking/parking_43.jpg	Parking
Playground/playground_40.jpg	Playground
Pond/pond_342.jpg	Pond
MediumResidential/mediumresidential_234.jpg	MediumResidential
Commercial/commercial_188.jpg	Commercial
Port/port_82.jpg	Port
Mountain/mountain_90.jpg	Mountain
Playground/playground_348.jpg	Playground
Square/square_101.jpg	Square
Industrial/industrial_378.jpg	Industrial
Resort/resort_57.jpg	Resort
Forest/forest_9.jpg	Forest
Center/center_21.jpg	Center
BareLand/bareland_41.jpg	BareLand
Desert/desert_91.jpg	Desert
Industrial/industrial_50.jpg	Industrial
BaseballField/baseballfield_56.jpg	BaseballField
Pond/pond_236.jpg	Pond
Square/square_190.jpg	Square
Mountain/mountain_247.jpg	Mountain
Pond/pond_108.jpg	Pond
Center/center_184.jpg	Center
Viaduct/viaduct_36.jpg	Viaduct
Center/center_173.jpg	Center
Center/center_53.jpg	Center
School/school_172.jpg	School
Viaduct/viaduct_168.jpg	Viaduct
RailwayStation/railwaystation_8.jpg	RailwayStation
Bridge/bridge_117.jpg	Bridge
Square/square_82.jpg	Square
Parking/parking_120.jpg	Parking
DenseResidential/denseresidential_250.jpg	DenseResidential
MediumResidential/mediumresidential_8.jpg	MediumResidential
Port/port_19.jpg	Port
Pond/pond_78.jpg	Pond
Port/port_84.jpg	Port
DenseResidential/denseresidential_361.jpg	DenseResidential
River/river_33.jpg	River
MediumResidential/mediumresidential_148.jpg	MediumResidential
Viaduct/viaduct_105.jpg	Viaduct
DenseResidential/denseresidential_332.jpg	DenseResidential
Pond/pond_183.jpg	Pond
Playground/playground_364.jpg	Playground
Port/port_86.jpg	Port
Commercial/commercial_49.jpg	Commercial
Bridge/bridge_47.jpg	Bridge
School/school_273.jpg	School
SparseResidential/sparseresidential_77.jpg	SparseResidential
DenseResidential/denseresidential_392.jpg	DenseResidential
Square/square_125.jpg	Square
Meadow/meadow_60.jpg	Meadow
Bridge/bridge_290.jpg	Bridge
Airport/airport_85.jpg	Airport
River/river_287.jpg	River
MediumResidential/mediumresidential_167.jpg	MediumResidential
StorageTanks/storagetanks_324.jpg	StorageTanks
Resort/resort_223.jpg	Resort
Center/center_260.jpg	Center
Bridge/bridge_120.jpg	Bridge
Port/port_353.jpg	Port
Mountain/mountain_170.jpg	Mountain
DenseResidential/denseresidential_45.jpg	DenseResidential
School/school_82.jpg	School
Parking/parking_41.jpg	Parking
Park/park_90.jpg	Park
BareLand/bareland_141.jpg	BareLand
Beach/beach_186.jpg	Beach
Square/square_325.jpg	Square
Meadow/meadow_169.jpg	Meadow
Center/center_247.jpg	Center
Industrial/industrial_383.jpg	Industrial
Commercial/commercial_15.jpg	Commercial
Beach/beach_63.jpg	Beach
Airport/airport_3.jpg	Airport
DenseResidential/denseresidential_345.jpg	DenseResidential
Square/square_94.jpg	Square
Square/square_232.jpg	Square
Farmland/farmland_328.jpg	Farmland
Playground/playground_26.jpg	Playground
Playground/playground_239.jpg	Playground
RailwayStation/railwaystation_19.jpg	RailwayStation
Industrial/industrial_151.jpg	Industrial
Park/park_158.jpg	Park
Park/park_42.jpg	Park
Farmland/farmland_125.jpg	Farmland
Viaduct/viaduct_166.jpg	Viaduct
BaseballField/baseballfield_195.jpg	BaseballField
Square/square_220.jpg	Square
Airport/airport_258.jpg	Airport
River/river_399.jpg	River
Stadium/stadium_113.jpg	Stadium
Park/park_337.jpg	Park
Beach/beach_243.jpg	Beach
Industrial/industrial_131.jpg	Industrial
DenseResidential/denseresidential_320.jpg	DenseResidential
BareLand/bareland_261.jpg	BareLand
Airport/airport_93.jpg	Airport
Airport/airport_57.jpg	Airport
Playground/playground_226.jpg	Playground
Port/port_18.jpg	Port
Playground/playground_327.jpg	Playground
Pond/pond_171.jpg	Pond
DenseResidential/denseresidential_213.jpg	DenseResidential
Farmland/farmland_200.jpg	Farmland
StorageTanks/storagetanks_31.jpg	StorageTanks
Resort/resort_195.jpg	Resort
MediumResidential/mediumresidential_93.jpg	MediumResidential
Meadow/meadow_86.jpg	Meadow
Center/center_93.jpg	Center
Industrial/industrial_113.jpg	Industrial
Farmland/farmland_80.jpg	Farmland
Parking/parking_354.jpg	Parking
StorageTanks/storagetanks_340.jpg	StorageTanks
School/school_284.jpg	School
Desert/desert_210.jpg	Desert
SparseResidential/sparseresidential_15.jpg	SparseResidential
River/river_62.jpg	River
Beach/beach_242.jpg	Beach
Stadium/stadium_2.jpg	Stadium
StorageTanks/storagetanks_11.jpg	StorageTanks
StorageTanks/storagetanks_20.jpg	StorageTanks
Viaduct/viaduct_231.jpg	Viaduct
Industrial/industrial_330.jpg	Industrial
DenseResidential/denseresidential_53.jpg	DenseResidential
MediumResidential/mediumresidential_161.jpg	MediumResidential
Bridge/bridge_69.jpg	Bridge
Airport/airport_26.jpg	Airport
Park/park_265.jpg	Park
Desert/desert_59.jpg	Desert
School/school_141.jpg	School
Viaduct/viaduct_288.jpg	Viaduct
Farmland/farmland_299.jpg	Farmland
DenseResidential/denseresidential_260.jpg	DenseResidential
Center/center_226.jpg	Center
Church/church_210.jpg	Church
Bridge/bridge_59.jpg	Bridge
Parking/parking_7.jpg	Parking
Center/center_115.jpg	Center
Church/church_164.jpg	Church
StorageTanks/storagetanks_243.jpg	StorageTanks
Airport/airport_160.jpg	Airport
Stadium/stadium_249.jpg	Stadium
Beach/beach_150.jpg	Beach
DenseResidential/denseresidential_259.jpg	DenseResidential
MediumResidential/mediumresidential_131.jpg	MediumResidential
Commercial/commercial_45.jpg	Commercial
Square/square_201.jpg	Square
River/river_252.jpg	River
StorageTanks/storagetanks_153.jpg	StorageTanks
Airport/airport_217.jpg	Airport
Forest/forest_4.jpg	Forest
Playground/playground_97.jpg	Playground
RailwayStation/railwaystation_65.jpg	RailwayStation
Parking/parking_232.jpg	Parking
Forest/forest_233.jpg	Forest
Port/port_98.jpg	Port
BaseballField/baseballfield_44.jpg	BaseballField
Desert/desert_42.jpg	Desert
Viaduct/viaduct_197.jpg	Viaduct
